auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,9.0,"This Double Nut Brown Ale is brewed in honor of the popular Bolita games played in Ybor City, FL. Bolita means little ball, but the profits from the often rigged games were anything but little. A player would pick a number and hope that his bolita came up, while the game operator would employ a variety of tricks to ensure it didn?t. There are no tricks in this brew though, just a high gravity brown ale redolent with caramel and toffee like malts and a long nutty finish. Pars well with Baklava, wild game and medium body cigars.",0,https://untappd.akamaized.net/site/beer_logos/beer-875461_ac846_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-875461_7cecf_hd.jpeg,Bolita Double Nut Brown Ale,cigar-city-brewing-bolita-double-nut-brown-ale,Brown Ale - Imperial / Double,12390,379,https://untappd.akamaized.net/site/brewery_logos/brewery-379_e6ae7.jpeg,Cigar City Brewing,cigar-city-brewing,Micro Brewery,http://www.facebook.com/cigarcitybeer,CigarCityBeer,http://cigarcitybrewing.com/,United States,Tampa,FL,27.959,-82.5092,"Thu, 02 Dec 2010 11:35:27 +0000",0,1,,,,4875,3.90626,,21,6644,5703,0,,,,,,,5.0,"[{'beer': {'bid': 81113, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'cigar-city-brewing-bourbon-barrel-aged-bolita-double-brown-ale', 'beer_name': 'Bourbon Barrel-Aged Bolita Double Brown Ale', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 85631, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'cigar-city-brewing-maple-bourbon-bolita-brown', 'beer_name': 'Maple Bourbon Bolita Brown', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 173867, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'cigar-city-brewing-coconut-bolita-brown', 'beer_name': 'Coconut Bolita Brown', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 178623, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'cigar-city-brewing-vanilla-bolita', 'beer_name': 'Vanilla Bolita', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 347560, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'cigar-city-brewing-1st-batch-bolita', 'beer_name': '1st Batch Bolita', 'is_vintage': 1, 'is_variant': 0}}]",3.89117,False
0,9.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-_12391_1ea62cd17b62bad1d9244a241dc0.jpeg,,Missing Elf,rinkuskiai-missing-elf,Doppelbock ,12391,11051,https://untappd.akamaized.net/site/brewery_logos/brewery-Rinkuskiai_11051.jpeg,Rinku?kiai,rinku-kiai,Micro Brewery,,,http://www.rinkuskiai.lt,Lithuania,Bir?? k,Bir?? r.,56.1961,24.7361,"Thu, 02 Dec 2010 11:36:49 +0000",0,1,,,,1471,3.21261,,8,1778,1676,0,,,,,,,0.0,[],3.28808,False
0,4.5,"By overlaying fantastic fresh hop flavour on an exquisite biscuity malt character, in our Storm Pale Ale we have achieved a beer that will really titillate the taste buds!
All the hops in this beer are grown in the ?new world?, namely USA-grown Cascade and the Australian variety Galaxy, giving the beer its wonderful tropical fruit and citrus flavour and aroma. The initial sweet malt and slightly bready palate gives way to a burst of flavours including mango, passionfruit and rockmelon.
The beer has medium to high bitterness, giving the beer an assertive quality which is ideal for matching with food, especially Asian or chilli inspired dishes.
Burnt orange in colour, the light cloudiness of the finished product is a result of deliberately leaving some of this healthy yeast in the beer to continue to work and keep the beer in top condition. The barrage of fruit flavours and the cleansing bitterness readies the palate for the next mouthful.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Storm,mildura-brewery-storm-pale-ale,Pale Ale - American,174448,3345,https://untappd.akamaized.net/site/brewery_logos/brewery-MilduraBrewery_3345.jpeg,Mildura Brewery,mildura-brewery,Micro Brewery,http://www.facebook.com/MilduraBrewery?rf=242924652440808,MilduraBrewery,http://www.mildurabrewery.com.au,Australia,Mildura,VIC,-34.1834,142.163,"Thu, 17 May 2012 23:10:08 +0000",0,1,174448.0,"Tue, 18 Feb 2014 18:04:02 +0000",12392.0,309,3.3665,,1,501,362,0,,,,,,,0.0,[],3.50761,False
0,0.0,"$44 bottles sold in China ?all-malt, reddish brown strong (15.7 plato) ale, dry hopped with Cascade and aged in new uncharred American whiskey barrels.?",38,https://untappd.akamaized.net/site/beer_logos/beer-_47298_sm_e6f6a343b0027f59c57036d5abb2ae.jpeg,,1884,pabst-brewing-company-1884,Lager - North American Adjunct,47298,963,https://untappd.akamaized.net/site/brewery_logos/brewery-pbr.jpg,Pabst Brewing Company,pabst-brewing-company,Macro Brewery,https://www.facebook.com/PabstBrewingCo,pabstblueribbon,http://www.pabstbrewingco.com,United States,Woodridge,IL,41.7181,-88.009,"Sat, 30 Apr 2011 13:23:28 +0000",0,1,47298.0,"Tue, 16 Dec 2014 21:36:57 +0000",12393.0,75,3.09667,,0,169,133,0,,,,,,,0.0,[],3.53185,False
0,14.0,"Brewed only once a year on December 6th, Samichlaus is aged for 10 months before bottling. Serve with hardy robust dishes and desserts, in particular with chocolates, or as an after dinner drink by itself.",0,https://untappd.akamaized.net/site/beer_logos/beer-SamichlausBier_12073.jpeg,,Samichlaus Classic,schloss-eggenberg-samichlaus-classic,Doppelbock ,12073,1115,https://untappd.akamaized.net/site/brewery_logos/brewery-SchlossEggenberg_1115.jpeg,Schloss Eggenberg,schloss-eggenberg,Micro Brewery,http://www.facebook.com/BrauereiSchlossEggenberg?ref=ts,,www.schloss-eggenberg.at,Austria,Vorchdorf,,47.9898,13.9225,"Tue, 30 Nov 2010 12:41:23 +0000",0,1,12073.0,"Thu, 01 Jan 1970 00:00:00 +0000",12394.0,23619,3.72157,,321,30515,26418,0,,,,,,,5.0,"[{'beer': {'bid': 396, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-SamichlausBier2005_396.jpeg', 'beer_slug': 'schloss-eggenberg-samichlaus-classic-2005', 'beer_name': 'Samichlaus Classic (2005)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1349, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-SamichlausBier2003_1349.jpeg', 'beer_slug': 'schloss-eggenberg-samichlaus-classic-2003', 'beer_name': 'Samichlaus Classic (2003)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 4748, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-SamichlausBier2006_4748.jpeg', 'beer_slug': 'schloss-eggenberg-samichlaus-classic-2006', 'beer_name': 'Samichlaus Classic (2006)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 12192, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-SamichlausBier2007_12192.jpeg', 'beer_slug': 'schloss-eggenberg-samichlaus-classic-2007', 'beer_name': 'Samichlaus Classic (2007)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 18299, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-SamichlausBier2004_18299.jpeg', 'beer_slug': 'schloss-eggenberg-samichlaus-classic-2004', 'beer_name': 'Samichlaus Classic (2004)', 'is_vintage': 1, 'is_variant': 0}}]",3.72067,False
0,9.1,Winterfest tapping party.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Sled Dog Imperial Stout,big-dog-s-brewing-company-sled-dog-imperial-stout,Stout - American Imperial / Double,12395,116,https://untappd.akamaized.net/site/brewery_logos/brewery-116_bcaa2.jpeg,Big Dog's Brewing Company,big-dog-s-brewing-company,Micro Brewery,http://www.facebook.com/pages/Big-Dogs-Brewing-Company/287773512358,BigDogsBrewing,http://www.bigdogsbrews.com,United States,Las Vegas,NV,36.2427,-115.236,"Thu, 02 Dec 2010 12:18:11 +0000",0,1,,,,288,3.72222,,0,394,337,0,,,,,,,0.0,[],3.68522,False
0,6.5,"This barrel-aged smoked sour ale is a blend of many barrels from the Bear Republic cellar, including smoked Red Rocket and Black Dog, which was then spiked with Tartare.",0,https://untappd.akamaized.net/site/beer_logos/beer-EbeweesnerScrooge_12396.jpeg,,Ebeweesner Scrooge?,bear-republic-brewing-co-ebeweesner-scrooge-tm,Sour - Ale,12396,94,https://untappd.akamaized.net/site/brewery_logos/brewery-bearrepublicbrewingco_94.jpeg,Bear Republic Brewing Co.,bear-republic-brewing-co,Micro Brewery,http://www.facebook.com/bearrepublic,bearrepublic,http://www.bearrepublic.com/,United States,Healdsburg,CA,38.6111,-122.871,"Thu, 02 Dec 2010 12:21:16 +0000",0,0,,,,82,3.69512,,0,103,96,0,,,,,,,0.0,[],3.65971,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-12397_1ba9d_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-12397_677d4_hd.jpeg,Karpackie Premium,van-pur-karpackie-premium,Lager - Euro,12397,3346,https://untappd.akamaized.net/site/brewery_logos/brewery-3346_3c407.jpeg,Van Pur,van-pur,Micro Brewery,,,http://www.vanpur.com.pl,Poland,Rakszawa,Podkarpackie,50.1542,22.2451,"Thu, 02 Dec 2010 12:22:33 +0000",0,1,,,,990,2.8798,,30,1253,1117,0,,,,,,,0.0,[],3.06186,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Pumpkin Ale,homebrews-pumpkin-ale,Pumpkin / Yam Beer,12398,1775,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Homebrew,homebrew,Home Brewery,,,,Other,,,0.0,0.0,"Thu, 02 Dec 2010 12:32:44 +0000",1,1,,,,1028,3.6644,,0,1862,1188,0,,,,,,,0.0,[],3.66463,False
0,4.5,"Fiddlers Elbow is Wychwood?s lighter style ale perfect for summer beer and evokes lazy, hazy days of summer images of golden meadows & ripe corn fields. This wheat brewed refreshing summer ale is 4.5% ABV. The addition of the choicest English wheat malt perfectly complements the use of Styrian Goldings hops. The end result is a wonderful combination of citrus and floral aroma, with tart citric fruit flavours and a long hoppy fruity finish. A wonderfully refreshing beer.",0,https://untappd.akamaized.net/site/beer_logos/beer-FiddlersElbow_12399.jpeg,,Fiddler's Elbow,wychwood-brewery-fiddler-s-elbow,English Bitter,12399,1376,https://untappd.akamaized.net/site/brewery_logos/brewery-WychwoodBrewery_1376.jpeg,Wychwood Brewery,wychwood-brewery,Micro Brewery,http://www.facebook.com/hobgoblinbeer,hobgoblin_beer,http://www.wychwood.co.uk,England,Witney,Oxfordshire,51.7822,-1.4902,"Thu, 02 Dec 2010 12:37:09 +0000",0,1,,,,514,3.32393,,6,684,648,0,,,,,,,0.0,[],3.44593,False
0,9.5,"This dark roasted ale gets its color and flavor from crystal and black malt and roasted barley. Nugget and Willamette provide the hop character. The flavor is loaded with intense roasted coffee, bitterness, and dark chocolate notes. It has a dry edge with a nice alcohol flavor all making for a great winter beer. No groundhogs were harmed in the making of this beer.  ",60,https://untappd.akamaized.net/site/beer_logos/beer-12400_b5779_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-12400_5d3e0_hd.jpeg,Groundhog Imperial Stout,carolina-brewing-company-holly-springs-nc-groundhog-imperial-stout,Stout - American Imperial / Double,12400,1826,https://untappd.akamaized.net/site/brewery_logos/brewery-1826_b1be7.jpeg,"Carolina Brewing Company (Holly Springs, NC)",carolina-brewing-company-holly-springs-nc,Micro Brewery,http://www.facebook.com/pages/Carolina-Brewing-Company/106393626067978,CarolinaBrewing,http://www.carolinabrew.com/,United States,Holly Springs,NC,35.6557,-78.8539,"Thu, 02 Dec 2010 12:39:51 +0000",0,1,,,,1080,3.88009,,13,1659,1207,0,,,,,,,5.0,"[{'beer': {'bid': 801563, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-12400_b5779_sm.jpeg', 'beer_slug': 'carolina-brewing-company-holly-springs-nc-groundhog-imperial-stout-2010', 'beer_name': 'Groundhog Imperial Stout (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 950896, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-12400_b5779_sm.jpeg', 'beer_slug': 'carolina-brewing-company-holly-springs-nc-groundhog-imperial-stout-2008', 'beer_name': 'Groundhog Imperial Stout (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1091860, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-12400_b5779_sm.jpeg', 'beer_slug': 'carolina-brewing-company-holly-springs-nc-groundhog-imperial-stout-2014', 'beer_name': 'Groundhog Imperial Stout (2014)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1399645, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-1413384_6a1d4_sm.jpeg', 'beer_slug': 'carolina-brewing-company-holly-springs-nc-groundhog-imperial-stout-2015', 'beer_name': 'Groundhog Imperial Stout (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1413384, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-1413384_6a1d4_sm.jpeg', 'beer_slug': 'carolina-brewing-company-holly-springs-nc-groundhog-imperial-stout-2016', 'beer_name': 'Groundhog Imperial Stout (2016)', 'is_vintage': 1, 'is_variant': 0}}]",3.82948,False
0,5.2,"As much as we at Upland Brewing Company care about the beer we brew, we?re not completely single-minded. Preservation Pilsner represents our efforts to do our part to protect the land that we call home. Preservation Pilsner is brewed in the traditional Bohemian style, originally created in the town of Pilsen in 1842, and offers a crisp, light taste without sacrificing its signature all-malt, mellow flavor. We age our Pilsner for an entire month to ensure each glass is up to the standards of a classically brewed pilsner.
To do our part in maintaining our environment, 10% of the profits from sales of our Preservation Pilsner go towards environmentally focused organizations in your area.",36,https://untappd.akamaized.net/site/beer_logos/beer-uplandPreservation-Pilsner.jpg,,Preservation Pilsner,upland-brewing-company-preservation-pilsner,Pilsner - Czech,12401,1313,https://untappd.akamaized.net/site/brewery_logos/brewery-1313_d5e63.jpeg,Upland Brewing Company,upland-brewing-company,Micro Brewery,http://www.facebook.com/UplandBrewingCo,UplandBrewCo,http://www.uplandbeer.com,United States,Bloomington,IN,39.1734,-86.5375,"Thu, 02 Dec 2010 12:46:58 +0000",0,0,,,,266,3.41447,,0,515,378,0,,,,,,,0.0,[],3.54017,False
0,5.3,"Mama's Little Yella Pils - Our upcoming new canned good is a small-batch version of the beer that made Pilsen, Czechoslovakia famous. Mama's is made with hearty amounts of pale malt, German specialty malts, and a blend of traditional (Saaz) and 21st century Bavarian hops. Our first canned lager, it's also fermented at cool temperatures with a German yeast.

This tasteful reality Czech is the perfect antidote for the watered-down versions of pilsner clogging America?'s shelves. And Mama's gentle hopping (about 35 IBUs) and low ABV (just 5.3%) mean we're finally honoring consumer requests for a delicious but less-challenging beer. (Hey, we like a good low-dose session beer, too.) Look for our Gold Metal Winner on US shelves in March.

Sadly, the Feds rejected our Take Two and Call Us in the Morning line on the can.",35,https://untappd.akamaized.net/site/beer_logos/beer-MamasLittleYellaPils_5210.jpeg,,Mama's Little Yella Pils,oskar-blues-brewery-mama-s-little-yella-pils,Pilsner - Czech,5210,956,https://untappd.akamaized.net/site/brewery_logos/brewery-oskarBlues.jpg,Oskar Blues Brewery,oskar-blues-brewery,Micro Brewery,https://www.facebook.com/OskarBluesCANS/,oskarblues,http://www.oskarblues.com/,United States,Longmont,CO,40.1391,-105.122,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,5210.0,"Thu, 01 Jan 1970 00:00:00 +0000",12402.0,118510,3.43458,,2802,182523,134344,0,,,,,,,5.0,"[{'beer': {'bid': 181703, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'oskar-blues-brewery-mama-s-little-yella-pils-chardonnay-barrel-aged', 'beer_name': ""Mama's Little Yella Pils (Chardonnay Barrel Aged)"", 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 219735, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'oskar-blues-brewery-ginger-mama-s', 'beer_name': ""Ginger Mama's"", 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 316453, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'oskar-blues-brewery-mama-s-little-yella-pils-red-wine-barrel-aged', 'beer_name': ""Mama's Little Yella Pils (Red Wine Barrel Aged)"", 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 338534, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'oskar-blues-brewery-orange-and-coriander-pils', 'beer_name': 'Orange & Coriander Pils', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 352126, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'oskar-blues-brewery-mama-s-little-yella-pils-champagne-barrel-aged', 'beer_name': ""Mama's Little Yella Pils (Champagne Barrel Aged)"", 'is_vintage': 0, 'is_variant': 1}}]",3.43514,False
0,7.2,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,X a Winter Warmer,king-s-homebrew-x-a-winter-warmer,Winter Warmer,12403,3392,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,King's Homebrew,king-s-homebrew,Home Brewery,,,,United States,,,0.0,0.0,"Thu, 02 Dec 2010 12:57:26 +0000",1,1,,,,0,0.0,,0,4,2,0,,,,,,,0.0,[],3.786,False
0,5.6,"It?s no secret that it gets pretty cold here in Colorado. So early on in the brewery?s history, our brewmasters wanted to create a beer that would do the trick on a snowy winter day. Today, we craft our winter wonder with roasted malts and dark. Belgian candi sugar for rich caramel and toffee notes. It?s perfect on those winter days when you?re stuck inside.",16,https://untappd.akamaized.net/site/beer_logos/beer-_7177_3122a052384206880e11cc53afba.jpeg,,Mountain Abbey Ale,blue-moon-brewing-company-mountain-abbey-ale,Pale Ale - Belgian,7177,127804,https://untappd.akamaized.net/site/brewery_logos/brewery-127804_1a670.jpeg,Blue Moon Brewing Company,blue-moon-brewing-company,Macro Brewery,https://www.facebook.com/bluemoon,BlueMoonBrewCo,http://www.bluemoonbrewingcompany.com/,United States,Denver,CO,39.7561,-104.992,"Wed, 03 Nov 2010 10:22:05 +0000",0,1,7177.0,"Thu, 01 Jan 1970 00:00:00 +0000",12405.0,38823,3.26733,,37,64098,45954,0,,,,,,,0.0,[],3.27033,False
