auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,0.0,"A dry, crisp refreshing filtered lager.  A good balance between sweet malt and light bitter hops.  This beer is made with a Southern German lager yeast, Saaz, and Hershbrucker hops.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Standing Stone Lager,standing-stone-brewing-company-standing-stone-lager,Lager - Pale,5457,1193,https://untappd.akamaized.net/site/brewery_logos/brewery-StandingStoneBrewingCompany_1193.jpeg,Standing Stone Brewing Company,standing-stone-brewing-company,Micro Brewery,https://www.facebook.com/standingstonebrewing,ssbc,http://www.standingstonebrewing.com,United States,Ashland,OR,42.1976,-122.715,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,4,0.0,0,8,8,0,,,,,,0.0,[],3.60339,False
0,0.0,This unfiltered ale retains a medium maltiness and body and features a flowery hop perfume and pleasant bitterness.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,India Pale Ale,standing-stone-brewing-company-india-pale-ale,IPA - American,5458,1193,https://untappd.akamaized.net/site/brewery_logos/brewery-StandingStoneBrewingCompany_1193.jpeg,Standing Stone Brewing Company,standing-stone-brewing-company,Micro Brewery,https://www.facebook.com/standingstonebrewing,ssbc,http://www.standingstonebrewing.com,United States,Ashland,OR,42.1976,-122.715,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,24,3.69792,0,37,34,0,,,,,,0.0,[],3.65309,False
0,7.7,"An unfiltered ale with intense hop bitterness, flavor and aroma.  This ale is well balanced with higher alcohol, maltiness and hop character. (95 IBU.)",95,https://untappd.akamaized.net/site/beer_logos/beer-DoubleIndiaPaleAle_5459.jpeg,,Double India Pale Ale,standing-stone-brewing-company-double-india-pale-ale,IPA - Imperial / Double,5459,1193,https://untappd.akamaized.net/site/brewery_logos/brewery-StandingStoneBrewingCompany_1193.jpeg,Standing Stone Brewing Company,standing-stone-brewing-company,Micro Brewery,https://www.facebook.com/standingstonebrewing,ssbc,http://www.standingstonebrewing.com,United States,Ashland,OR,42.1976,-122.715,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,234,3.77564,4,341,297,0,,,,,,0.0,[],3.70487,False
0,5.6,"A light copper-colored ale with moderate hoppiness which exhibits a spicy hint of fruit, notable maltiness and a medium body.",0,https://untappd.akamaized.net/site/beer_logos/beer-AmberAle_5460.jpeg,,Amber Ale,standing-stone-brewing-company-amber-ale,Red Ale - American Amber / Red,5460,1193,https://untappd.akamaized.net/site/brewery_logos/brewery-StandingStoneBrewingCompany_1193.jpeg,Standing Stone Brewing Company,standing-stone-brewing-company,Micro Brewery,https://www.facebook.com/standingstonebrewing,ssbc,http://www.standingstonebrewing.com,United States,Ashland,OR,42.1976,-122.715,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,224,3.32366,1,269,258,0,,,,,,0.0,[],3.51209,False
0,6.0,This unfiltered wheat ale has very low bitterness.  A Bavarian hefeweizen yeast is used which imparts a banana and clove aroma.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Standing Stone Hefeweizen,standing-stone-brewing-company-standing-stone-hefeweizen,Hefeweizen,5461,1193,https://untappd.akamaized.net/site/brewery_logos/brewery-StandingStoneBrewingCompany_1193.jpeg,Standing Stone Brewing Company,standing-stone-brewing-company,Micro Brewery,https://www.facebook.com/standingstonebrewing,ssbc,http://www.standingstonebrewing.com,United States,Ashland,OR,42.1976,-122.715,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,47,3.26596,0,58,58,0,,,,,,0.0,[],3.56044,False
0,4.0,"This session-style ale presents a deep red color and a light to medium body. It's big on flavor, imparting an up front malt sweetness, light caramel-flavor and medium bitterness intensity in the 25 IBU range. Madrone Red offers a snappy, clean finish for the perfect ending.",250,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Madrone Red,standing-stone-brewing-company-madrone-red,Saison / Farmhouse Ale,23746,1193,https://untappd.akamaized.net/site/brewery_logos/brewery-StandingStoneBrewingCompany_1193.jpeg,Standing Stone Brewing Company,standing-stone-brewing-company,Micro Brewery,https://www.facebook.com/standingstonebrewing,ssbc,http://www.standingstonebrewing.com,United States,Ashland,OR,42.1976,-122.715,"Thu, 13 Jan 2011 04:26:19 +0000",0,1,23746.0,"Fri, 27 Apr 2012 07:55:00 +0000",5462.0,31,3.45968,0,38,33,0,,,,,,0.0,[],3.58739,False
0,5.1,"Take our robust Oatmeal Stout, hit it with a healthy dose of Noble Coffee's cold press Mohka Java blend, and . . . voila! A tasty beer to eat with donuts.",0,https://untappd.akamaized.net/site/beer_logos/beer-NobleStout_23753.jpeg,,Noble Stout,standing-stone-brewing-company-noble-stout,Stout - American,23753,1193,https://untappd.akamaized.net/site/brewery_logos/brewery-StandingStoneBrewingCompany_1193.jpeg,Standing Stone Brewing Company,standing-stone-brewing-company,Micro Brewery,https://www.facebook.com/standingstonebrewing,ssbc,http://www.standingstonebrewing.com,United States,Ashland,OR,42.1976,-122.715,"Thu, 13 Jan 2011 04:35:17 +0000",0,1,23753.0,"Fri, 27 Apr 2012 07:54:33 +0000",5463.0,552,3.76178,0,663,612,0,,,,,,0.0,[],3.72199,False
0,6.0,"Building on a classic English style and adding some uniquely Northwest touches, Bhagwan's Best has developed fiercely loyal following wherever it is served.  Bursting with local hop flavor, bitterness, and aroma, it is a particular treat when served dry-hopped and cask-conditioned on Big Time's beer engine.",60,https://untappd.akamaized.net/site/beer_logos/beer-5464_0df92_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5464_fd078_hd.jpeg,Bhagwan's Best IPA,big-time-brewing-company-bhagwan-s-best-ipa,IPA - American,5464,123,https://untappd.akamaized.net/site/brewery_logos/brewery-BigTimeBrewingCompany_123.jpeg,Big Time Brewing Company,big-time-brewing-company,Micro Brewery,https://www.facebook.com/pages/Big-Time-Brewery-Alehouse/138251856236808,BigTimeBrewery,http://www.bigtimebrewery.com,United States,Seattle,WA,47.6576,-122.313,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,768,3.48926,7,1112,897,0,,,,,,0.0,[],3.53518,False
0,4.5,"Great summer memories are born out of uncomplicated times. We've made that the basis for our summer blonde recipe and kept this ale pure and simple. Relax and enjoy this all natural, light, golden beauty; a seasonal offering from the River Horse Brewing Company.",0,https://untappd.akamaized.net/site/beer_logos/beer-5465_142ab_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5465_777bd_hd.jpeg,Summer Blonde,river-horse-brewing-co-summer-blonde,Blonde Ale,5465,1058,https://untappd.akamaized.net/site/brewery_logos/brewery-1058_01138.jpeg,River Horse Brewing Co.,river-horse-brewing-co,Micro Brewery,https://www.facebook.com/RiverHorseBrewing,RiverHorseBrew,http://www.riverhorse.com/,United States,Ewing,NJ,40.2764,-74.796,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,13112,3.38543,184,20777,14995,0,,,,,,0.0,[],3.39148,False
0,5.0,"We mill the choicest two row barley malt in our 100 year old mill room for this all natural, unfiltered Lager. Lightly hopped, fermented slowly. River Horse Lager gets plenty of quality time with us before we pass it on to you.",0,https://untappd.akamaized.net/site/beer_logos/beer-5466_61f20_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5466_2d8bc_hd.jpeg,Lager,river-horse-brewing-co-lager,Lager - Pale,5466,1058,https://untappd.akamaized.net/site/brewery_logos/brewery-1058_01138.jpeg,River Horse Brewing Co.,river-horse-brewing-co,Micro Brewery,https://www.facebook.com/RiverHorseBrewing,RiverHorseBrew,http://www.riverhorse.com/,United States,Ewing,NJ,40.2764,-74.796,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,3803,3.36294,4,5379,4385,0,,,,,,0.0,[],3.38438,False
0,6.5,"Brewing the perfect ale is truly a balancing act...hazardous work you might say. With Hop Hazard our challenge was to hand craft a malt rich base that could counterbalance a combustible five-hop blend and still leave your taste buds with enough room to enjoy a unique, crisp hop finish.",40,https://untappd.akamaized.net/site/beer_logos/beer-5467_8ed0f_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5467_73040_hd.jpeg,Hop Hazard,river-horse-brewing-co-hop-hazard,Pale Ale - American,5467,1058,https://untappd.akamaized.net/site/brewery_logos/brewery-1058_01138.jpeg,River Horse Brewing Co.,river-horse-brewing-co,Micro Brewery,https://www.facebook.com/RiverHorseBrewing,RiverHorseBrew,http://www.riverhorse.com/,United States,Ewing,NJ,40.2764,-74.796,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,12295,3.47068,23,17746,14020,0,,,,,,0.0,[],3.47505,False
0,8.0,"As the days grow shorter and frost becomes snow, our Belgian Freeze winter ale is the perfect remedy to loosen the spirits. This deep amber tonic is brewed with lots of roasted caramel malt for body and warmth to bring in the holidays and see you through the spring.",0,https://untappd.akamaized.net/site/beer_logos/beer-5468_1fd2e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5468_b8dff_hd.jpeg,Belgian Freeze,river-horse-brewing-co-belgian-freeze,Winter Ale,5468,1058,https://untappd.akamaized.net/site/brewery_logos/brewery-1058_01138.jpeg,River Horse Brewing Co.,river-horse-brewing-co,Micro Brewery,https://www.facebook.com/RiverHorseBrewing,RiverHorseBrew,http://www.riverhorse.com/,United States,Ewing,NJ,40.2764,-74.796,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,11317,3.59603,40,16893,12854,0,,,,,,5.0,"[{'beer': {'bid': 553732, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'river-horse-brewing-co-belgian-freeze-2013', 'beer_name': 'Belgian Freeze (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 918166, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'river-horse-brewing-co-belgian-freeze-2014', 'beer_name': 'Belgian Freeze (2014)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1317370, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'river-horse-brewing-co-belgian-freeze-2015', 'beer_name': 'Belgian Freeze (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1317371, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'river-horse-brewing-co-belgian-freeze-2015', 'beer_name': 'Belgian Freeze (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1814866, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'river-horse-brewing-co-belgian-freeze-2016', 'beer_name': 'Belgian Freeze (2016)', 'is_vintage': 1, 'is_variant': 0}}]",3.59747,False
0,10.0,"Notice a unique aromatic nose with a hint of vanilla esters, which comes from the Belgian ale yeast. Tripel Horse has a big body and rich mouth feel and finishes mostly dry with only a touch of sweetness. If you shy from some of the sweeter Belgian ales, we think you will enjoy this one. The palate improves with age, so keep some on hand and you can ride Tripel Horse down a new path with each opened bottle.",0,https://untappd.akamaized.net/site/beer_logos/beer-5469_62542_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5469_24f3e_hd.jpeg,Tripel Horse,river-horse-brewing-co-tripel-horse,Belgian Tripel,5469,1058,https://untappd.akamaized.net/site/brewery_logos/brewery-1058_01138.jpeg,River Horse Brewing Co.,river-horse-brewing-co,Micro Brewery,https://www.facebook.com/RiverHorseBrewing,RiverHorseBrew,http://www.riverhorse.com/,United States,Ewing,NJ,40.2764,-74.796,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,17164,3.75835,294,26336,19309,0,,,,,,0.0,[],3.75646,False
0,5.5,A variety of specialty malts are the backbone of the American Amber Ale; a perfect session beer.,0,https://untappd.akamaized.net/site/beer_logos/beer-53903_0cf5d_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-53903_0df9c_hd.jpeg,Special Ale,river-horse-brewing-co-special-ale,Red Ale - American Amber / Red,53903,1058,https://untappd.akamaized.net/site/brewery_logos/brewery-1058_01138.jpeg,River Horse Brewing Co.,river-horse-brewing-co,Micro Brewery,https://www.facebook.com/RiverHorseBrewing,RiverHorseBrew,http://www.riverhorse.com/,United States,Ewing,NJ,40.2764,-74.796,"Sun, 29 May 2011 17:49:34 +0000",0,1,53903.0,"Wed, 02 Apr 2014 19:00:54 +0000",5470.0,9859,3.44667,131,14247,11338,0,,,,,,0.0,[],3.45282,False
0,5.7,"Orchard White is an unfiltered, bottle conditioned Belgian-style witbier. This hazy, straw yellow beer is spiced with coriander, citrus peel and lavender added to the boil and whirlpool. A spicy, fruity yeast strain is used to add complexity, and rolled oats are added for a silky texture.",0,https://untappd.akamaized.net/site/beer_logos/beer-brueryOrchardWhite.jpg,,Orchard White,the-bruery-orchard-white,Witbier,5471,1246,https://untappd.akamaized.net/site/brewery_logos/brewery-thebruery_1246.jpeg,The Bruery,the-bruery,Micro Brewery,https://www.facebook.com/TheBruery,thebruery,http://www.thebruery.com/,United States,Placentia,CA,33.8614,-117.88,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,955,3.58272,1,1475,1327,0,,,,,,0.0,[],3.59914,False
0,5.7,"Black Orchard is an unfiltered, bottle conditioned Belgian-style black wheat beer, or ???black wit???, if you will. This dark but surprisingly light bodied beer is very drinkable while still having character and complexity. Chamomile is added for its floral aroma, while the coriander and citrus peel give the characteristics of a traditional witbier.",0,https://untappd.akamaized.net/site/beer_logos/beer-BlackOrchard_5472.jpeg,,Black Orchard,the-bruery-black-orchard,Dark Ale,5472,1246,https://untappd.akamaized.net/site/brewery_logos/brewery-thebruery_1246.jpeg,The Bruery,the-bruery,Micro Brewery,https://www.facebook.com/TheBruery,thebruery,http://www.thebruery.com/,United States,Placentia,CA,33.8614,-117.88,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,286,3.40734,1,464,427,0,,,,,,0.0,[],3.53316,False
