auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,9.0,"As with any good epic, herein lies the promise of larger-than-life experiences, heroics, and twists and turns as the adventure unfolds. This bottle conditioned ale is chapter five, and is specifically designed to be aged until sometime after December 12th, 2012. Provided you can wait that long. At that time, enjoy it in a ""vertical"" tasting along with its ten Stone Vertical Epic Ale brethren. Each on unique to its year of release. Each with its own ""twist & turn"" in the plot line. Each one release one year, one month and one day from the previous year?s edition. As with the 02.02.02, we are pleased to again make the full home-brewing recipe available on our website. We used some pretty interesting ingredients this time around... coriander (a ""Belgian-style"" beer favorite!), alligator pepper (wow, bite into these little gems and you get a bigtime spicy rush of flavor), and a bit of both unmalted wheat and dark roasted wheat. And a blend of Belgian yeast and American ale yeast. And a nice selection of high alpha hops (a decidedly non-Belgian style twist). All told it makes for a dubble-ish taken-to-San-Diego-pushed-to-the-edge-and-slapped-around-a-bit beer. So, treat it gently. It's been abused enough already.",0,https://untappd.akamaized.net/site/beer_logos/beer-030303VerticalEpicAle_8231.jpeg,,Stone 03.03.03 Vertical Epic Ale,stone-brewing-co-stone-03-03-03-vertical-epic-ale,Belgian Strong Golden Ale,8231,1204,https://untappd.akamaized.net/site/brewery_logos/brewery-1204_23541.jpeg,Stone Brewing,stone-brewing,Micro Brewery,http://www.facebook.com/StoneBrewingCo,StoneBrewingCo,http://www.stonebrewing.com/,United States,Escondido,CA,33.1157,-117.12,,,"Tue, 09 Nov 2010 17:33:48 +0000",0,0,,,,2016,3.844,,1,2749,2524,0,,,,,,,0.0,[],3.81859,False
0,4.4,,0,https://untappd.akamaized.net/site/beer_logos/beer-JamesSquireSundownAustralianLager_8232.jpeg,,James Squire Sundown Lager,malt-shovel-brewery-james-squire-sundown-lager,Lager - Pale,8232,820,https://untappd.akamaized.net/site/brewery_logos/brewery-MaltShovelBrewery_820.jpeg,Malt Shovel Brewery,malt-shovel-brewery,Macro Brewery,https://www.facebook.com/jamessquire,,http://www.malt-shovel.com.au/,Australia,Camperdown,NSW,-33.8867,151.175,,,"Tue, 09 Nov 2010 17:49:17 +0000",0,1,,,,1726,3.25275,,4,2784,2068,0,,,,,,,0.0,[],3.3127,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Alesner,five-points-brewing-co-alesner,Pale Ale - American,8233,2227,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Five Points Brewing Co,five-points-brewing-co,Home Brewery,,,,United States,,,0.0,0.0,,,"Tue, 09 Nov 2010 18:01:13 +0000",1,1,,,,0,0.0,,0,2,2,0,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Pilsner,five-points-brewing-co-pilsner,Pilsner - Other,8234,2227,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Five Points Brewing Co,five-points-brewing-co,Home Brewery,,,,United States,,,0.0,0.0,,,"Tue, 09 Nov 2010 18:02:32 +0000",1,1,,,,7,0.0,True,0,10,10,0,,,,,,,0.0,[],0.0,False
0,5.8,,45,https://untappd.akamaized.net/site/beer_logos/beer-8235_45294_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-8235_6c665_hd.jpeg,Explorer ESB,new-english-brewing-co-explorer-esb,Extra Special / Strong Bitter,8235,1600,https://untappd.akamaized.net/site/brewery_logos/brewery-NewEnglishBrewingCo_1600.jpeg,New English Brewing Co.,new-english-brewing-co,Micro Brewery,https://www.facebook.com/New-English-Brewing-175258044381,NewEnglishBrew,http://www.newenglishbrewing.com,United States,San Diego,CA,32.9126,-117.23,,,"Tue, 09 Nov 2010 18:04:30 +0000",0,1,,,,916,3.50519,,18,1283,1061,0,,,,,,,0.0,[],3.54166,False
0,4.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-8236_1ca69_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-8236_bcf39_hd.jpeg,Why ? Not American Wheat,new-english-brewing-co-why-not-american-wheat,Pale Wheat Ale - American,8236,1600,https://untappd.akamaized.net/site/brewery_logos/brewery-NewEnglishBrewingCo_1600.jpeg,New English Brewing Co.,new-english-brewing-co,Micro Brewery,https://www.facebook.com/New-English-Brewing-175258044381,NewEnglishBrew,http://www.newenglishbrewing.com,United States,San Diego,CA,32.9126,-117.23,,,"Tue, 09 Nov 2010 18:06:15 +0000",0,1,,,,583,3.27616,,5,909,663,0,,,,,,,0.0,[],3.40513,False
0,5.0,"Our Amber ale is a wonderful compromise between the light and refreshing, and dark and full-flavored beers available today. Our Amber is clean, and like our Blonde ale, exhibits a crisp, lager-like character. The firm bitterness is balanced by the sweet, caramel and nutty malt character provided by the generous use of Munich, Vienna, and Pilsner malts. ",43,https://untappd.akamaized.net/site/beer_logos/beer-8237_fdeff_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-8237_c02ec_hd.jpeg,Amber Ale,mission-brewery-amber-ale,Altbier,8237,2228,https://untappd.akamaized.net/site/brewery_logos/brewery-MissionBrewery_2228.jpeg,Mission Brewery,mission-brewery,Micro Brewery,http://www.facebook.com/MissionBrewery,missionbrewery,http://missionbrewery.com,United States,San Diego,CA,32.7073,-117.149,,,"Tue, 09 Nov 2010 18:10:02 +0000",0,1,,,,5391,3.40897,,81,6803,6175,0,,,,,,,0.0,[],3.42196,False
0,6.8,"Fraught with hops complex, vigorous and virile. Endowed with a subtle maly character for a sturdy and balanced ale. Our Award-Winning interpretation of the popular style reflects both the history of the IPA and the distinctive and relatively modern American variation. Cascade and Centennial hops are employed generously and the result is an earthy ale that is most drinkable. ",66,https://untappd.akamaized.net/site/beer_logos/beer-IPA_8238.jpeg,,IPA,mission-brewery-ipa,IPA - American,8238,2228,https://untappd.akamaized.net/site/brewery_logos/brewery-MissionBrewery_2228.jpeg,Mission Brewery,mission-brewery,Micro Brewery,http://www.facebook.com/MissionBrewery,missionbrewery,http://missionbrewery.com,United States,San Diego,CA,32.7073,-117.149,,,"Tue, 09 Nov 2010 18:11:44 +0000",0,1,,,,18066,3.54234,,221,23510,20271,0,,,,,,,0.0,[],3.54415,False
0,5.0,"With the color of a pilsner and the character of an ale, our blonde settles into the realm of restorative. Endowed with an authentic Kolsch yeast strain for a peck of fruitiness that compliments the blend of noble hops. Lager-like with its delicate dryness, it really is redolent of ales from Koln, Germany.",20,https://untappd.akamaized.net/site/beer_logos/beer-8239_63972_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-8239_1c81f_hd.jpeg,Blonde Ale,mission-brewery-blonde-ale,K?lsch,8239,2228,https://untappd.akamaized.net/site/brewery_logos/brewery-MissionBrewery_2228.jpeg,Mission Brewery,mission-brewery,Micro Brewery,http://www.facebook.com/MissionBrewery,missionbrewery,http://missionbrewery.com,United States,San Diego,CA,32.7073,-117.149,,,"Tue, 09 Nov 2010 18:14:24 +0000",0,1,,,,8734,3.30713,,127,11281,10058,0,,,,,,,0.0,[],3.31877,False
0,5.3,"Our award winning Bavarian-Style Hefeweizen is unlike the cloying lemon-laden beers that flood the market under the same name. Ours is a classic, a pious ode to the summer style, replete with hints of banana, clove and pear. It's all in all refreshing, and no fruit was added-nor needed. Instead the complex character of the beer is produced through mastery, detail and authentic Bavarian yeasts.",15,https://untappd.akamaized.net/site/beer_logos/beer-8240_f4225_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-8240_db8a9_hd.jpeg,Hefeweizen,mission-brewery-hefeweizen,Hefeweizen,8240,2228,https://untappd.akamaized.net/site/brewery_logos/brewery-MissionBrewery_2228.jpeg,Mission Brewery,mission-brewery,Micro Brewery,http://www.facebook.com/MissionBrewery,missionbrewery,http://missionbrewery.com,United States,San Diego,CA,32.7073,-117.149,,,"Tue, 09 Nov 2010 18:16:48 +0000",0,1,,,,9068,3.49236,,131,11799,10345,0,,,,,,,0.0,[],3.49754,False
0,9.25,"Our Shipwrecked Double IPA is like no other. With intense hop character from the use of Cascade, CTZ, and Centennial hops, it drinks like an IPA but has the backbone of a double. Distinct, with depth and malt character perhaps not found in many other DIPA's, it hits the spot. You will not forget this one.",75,https://untappd.akamaized.net/site/beer_logos/beer-18693_6c137_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-18693_b4136_hd.jpeg,Shipwrecked,mission-brewery-shipwrecked,IPA - Imperial / Double,18693,2228,https://untappd.akamaized.net/site/brewery_logos/brewery-MissionBrewery_2228.jpeg,Mission Brewery,mission-brewery,Micro Brewery,http://www.facebook.com/MissionBrewery,missionbrewery,http://missionbrewery.com,United States,San Diego,CA,32.7073,-117.149,,,"Wed, 29 Dec 2010 13:50:22 +0000",0,1,18693.0,"Thu, 01 Jan 1970 00:00:00 +0000",8241.0,36693,3.78989,,299,51313,40441,0,,,,,,,0.0,[],3.78874,False
0,4.6,"Honey Wheat Beer. First created as a Christmas surprise for staff at honey-makers Capilano from their bosses, this handcrafted wheat beer, with the addition of pure light amber honey, turned out so well it eventually became a Matilda Bay stalwart.

This unique brew has a light malt palate with a distinct honey aroma and flavour plus a hint of bitterness. Clean, crisp and dry on the palate and surprisingly refreshing.
",15,https://untappd.akamaized.net/site/beer_logos/beer-_8242_sm_f5b96bc7f1194ce20afb6a13874e96.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_8242_hd_feec37bf8a699a12231ab08b505a01.jpeg,Beez Neez,matilda-bay-brewing-company-cub-beez-neez,Pale Wheat Ale - American,8242,835,https://untappd.akamaized.net/site/brewery_logos/brewery-MatildaBayBrewingCompanyCUB_835.jpeg,Matilda Bay Brewing Company,matilda-bay-brewing-company,Micro Brewery,https://www.facebook.com/MatildaBayBrewingCo,matildabaybeer,http://www.matildabay.com.au,Australia,Port Melbourne,VIC,-37.8285,144.937,,,"Tue, 09 Nov 2010 18:41:23 +0000",0,1,,,,2863,3.09108,,45,4194,3256,0,,,,,,,0.0,[],3.14513,False
0,4.8,,0,https://untappd.akamaized.net/site/beer_logos/beer-_30444_sm_dc86895e72375a8f3f6772640d8e16.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_30444_hd_a15d38f076f3552bbbaf1b1180aae9.jpeg,DAB Pilsener,dortmunder-actien-brauerei-radeberger-gruppe-dab-pilsener,Pilsner - German,30444,4129,https://untappd.akamaized.net/site/brewery_logos/brewery-DortmunderActienBrauerei_4129.jpeg,Dortmunder Actien-Brauerei,dortmunder-actien-brauerei,Micro Brewery,,,www.dab.de,Germany,Dortmund,,51.5298,7.46917,,,"Sun, 13 Feb 2011 14:51:28 +0000",0,1,30444.0,"Sun, 13 Nov 2011 17:38:31 +0000",8243.0,337,3.15727,,20,447,390,0,,,,,,,0.0,[],3.39217,False
0,5.0,,31,https://untappd.akamaized.net/site/beer_logos/beer-HopRockerPilsener_39738.jpeg,,Hop Rocker Pilsener,mac-s-brewery-hop-rocker-pilsener,Pilsner - Other,39738,9756,https://untappd.akamaized.net/site/brewery_logos/brewery-MacsBrewery_9756.jpeg,Mac's Brewery,mac-s-brewery,Macro Brewery,,,http://www.macs.co.nz,New Zealand,Wellington,North Island,-41.2902,174.78,,,"Sat, 26 Mar 2011 01:45:15 +0000",0,1,39738.0,"Mon, 26 Mar 2012 11:59:22 +0000",8244.0,3316,3.27254,,106,6296,3774,0,,,,,,,0.0,[],3.3045,False
0,4.5,"Deeper and richer Malt Draft Cream Beer made with a 10 year know-how. Internationally recognized World Class Beer - 
Selected as the only beer in Korea for [1001 beer you must taste before you die]",0,https://untappd.akamaized.net/site/beer_logos/beer-26752_83843_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26752_f638d_hd.jpeg,Max,hitejinro-max,Malt Beer,26752,4669,https://untappd.akamaized.net/site/brewery_logos/brewery-4669_45f42.jpeg,HiteJinro,hitejinro,Macro Brewery,https://www.facebook.com/HITEJINRO.kr,Beer2DAY,http://www.hite.com,South Korea,Seoul,,37.5118,126.902,,,"Thu, 27 Jan 2011 03:59:56 +0000",0,1,26752.0,"Tue, 20 May 2014 19:18:39 +0000",8248.0,2982,2.58811,,103,4329,3445,0,,,,,,,0.0,[],2.68702,False
0,4.5,"Never one to let a ball and chain hold him back, ex-convict James Squire seized every opportunity his emancipation offered. His unique blend of charm, skill and luck ultimately rewarded him an enviable fortune as Australia?s first brewer. But was he really happy? A brewery, money, freedom?what do you think?

Arguably the best looking of the James Squire craft beer range, the Chancer Golden Ale was launched in 2004. Noted for its distinctive orange-golden colour, unique tropical fruit aroma, restrained bitterness and dry finish, the Chancer has established itself as a firm favourite with our customers.

Although the name conjures up everything that was so appealing about James Squire ? his willingness to take a risk and roguish charm ? there?s nothing chancy about this English-style golden ale. A bit like Coopers Sparkling Ale in taste, the Chancer is noted for its tropical fruit flavour and high drinkability.

So what should you drink it with? Well, we?re tempted to say ?anything? (and you really could), but for the perfect match, try pairing it with delicate seafood such as fresh cold prawns, crab cakes, whitebait fritters or salt and pepper squid.

Alternatively, the Chancer is equally ideal for washing down a delicious chicken or Caesar salad, nachos, laksa, a margarita pizza and/or a cheese like buffalo mozzarella or cheddar.

Malts: Pale, Munich, Crystal and Wheat.

Hops: Amarillo",20,https://untappd.akamaized.net/site/beer_logos/beer-8249_aec5e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-8249_c76a3_hd.jpeg,James Squire The Chancer Golden Ale,malt-shovel-brewery-james-squire-the-chancer-golden-ale,Golden Ale,8249,820,https://untappd.akamaized.net/site/brewery_logos/brewery-MaltShovelBrewery_820.jpeg,Malt Shovel Brewery,malt-shovel-brewery,Macro Brewery,https://www.facebook.com/jamessquire,,http://www.malt-shovel.com.au/,Australia,Camperdown,NSW,-33.8867,151.175,,,"Tue, 09 Nov 2010 20:05:42 +0000",0,1,,,,7020,3.36677,,143,14829,8009,0,,,,,,,0.0,[],3.37864,False
0,9.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-8252_1a834_sm.jpeg,,Reinaert Grand Cru,de-proefbrouwerij-reinaert-grand-cru,Belgian Strong Dark Ale,8252,432,https://untappd.akamaized.net/site/brewery_logos/brewery-DeProefbrouwerij_432.jpeg,De Proefbrouwerij,de-proefbrouwerij,Micro Brewery,,,http://www.proefbrouwerij.com/,Belgium,Lochristi,Oost-Vlaanderen,51.1161,3.8164,,,"Tue, 09 Nov 2010 20:26:42 +0000",0,1,,,,2763,3.58261,,75,3163,2939,0,,,,,,,0.0,[],3.58941,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Jen's Summer Berries,jen-s-microbreweries-jen-s-summer-berries,Fruit Beer,8253,2181,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Jen's microbreweries,jen-s-microbreweries,Micro Brewery,,,,Indonesia,,,0.0,0.0,,,"Tue, 09 Nov 2010 21:15:01 +0000",0,1,,,,0,0.0,,1,6,6,0,,,,,,,0.0,[],3.65057,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Jen's Summer Fruity,jen-s-microbreweries-jen-s-summer-fruity,Fruit Beer,8254,2181,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Jen's microbreweries,jen-s-microbreweries,Micro Brewery,,,,Indonesia,,,0.0,0.0,,,"Tue, 09 Nov 2010 21:15:35 +0000",0,1,,,,0,0.0,,1,6,6,0,,,,,,,0.0,[],3.65057,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Jen's Summer Wheat,jen-s-microbreweries-jen-s-summer-wheat,Witbier,8255,2181,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Jen's microbreweries,jen-s-microbreweries,Micro Brewery,,,,Indonesia,,,0.0,0.0,,,"Tue, 09 Nov 2010 21:17:24 +0000",0,1,,,,0,0.0,,1,5,4,0,,,,,,,0.0,[],3.65057,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Jen's Summer Powerberries,jen-s-microbreweries-jen-s-summer-powerberries,Fruit Beer,8256,2181,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Jen's microbreweries,jen-s-microbreweries,Micro Brewery,,,,Indonesia,,,0.0,0.0,,,"Tue, 09 Nov 2010 21:18:14 +0000",0,1,,,,0,0.0,,1,6,5,0,,,,,,,0.0,[],3.65057,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Jen's Summer Lites,jen-s-microbreweries-jen-s-summer-lites,Lager - American Light,8257,2181,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Jen's microbreweries,jen-s-microbreweries,Micro Brewery,,,,Indonesia,,,0.0,0.0,,,"Tue, 09 Nov 2010 21:19:47 +0000",0,1,,,,0,0.0,,1,20,20,0,,,,,,,0.0,[],3.65057,False
