auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,6.8,"Red Rocket Ale is a bastardized Scottish style red ale that traces it's origins to our homebrew roots. This full bodied and hoppy brew finishes on the palate with sweet, caramel malt flavors.


2009 California State Fair - SILVER
1999 Great American Beer Festival? Other Strong Ales or Lagers - SILVER
1998 Great American Beer Festival? Other Strong Ales - SILVER",67,https://untappd.akamaized.net/site/beer_logos/beer-RedRocketAle_5569.jpeg,,Red Rocket Ale?,bear-republic-brewing-co-red-rocket-ale-r,Red Ale - American Amber / Red,5569,94,https://untappd.akamaized.net/site/brewery_logos/brewery-bearrepublicbrewingco_94.jpeg,Bear Republic Brewing Co.,bear-republic-brewing-co,Micro Brewery,http://www.facebook.com/bearrepublic,bearrepublic,http://www.bearrepublic.com/,United States,Healdsburg,CA,38.6111,-122.871,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,5569.0,"Thu, 01 Jan 1970 00:00:00 +0000",26746.0,34442,3.58138,,310,46163,39134,0,,,,,,,,,,,,2.0,"[{'beer': {'bid': 500481, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-500481_93cbe_sm.jpeg', 'beer_slug': 'bear-republic-brewing-co-new-oak-red-rocket-ale-r', 'beer_name': 'New Oak Red Rocket Ale?', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 845762, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-845762_d1389_sm.jpeg', 'beer_slug': 'bear-republic-brewing-co-bourbon-barrel-aged-red-rocket', 'beer_name': 'Bourbon Barrel Aged Red Rocket', 'is_vintage': 0, 'is_variant': 1}}]",3.58199,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Aggressive,bethlehem-brew-works-aggressive,IPA - American,27399,5206,https://untappd.akamaized.net/site/brewery_logos/brewery-5206_4f378.jpeg,Fegley's Brew Works,fegley-s-brew-works,Micro Brewery,https://www.facebook.com/FegleysBrewWorks,TheBrewWorks,http://www.thebrewworks.com/,United States,Allentown,PA,40.6015,-75.474,"Sat, 29 Jan 2011 21:14:49 +0000",0,1,27399.0,"Tue, 03 Sep 2013 08:56:22 +0000",26747.0,4,0.0,,0,8,8,0,,,,,,,,,,,,0.0,[],3.53279,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Aggressive,bethlehem-brew-works-aggressive,IPA - American,27399,5206,https://untappd.akamaized.net/site/brewery_logos/brewery-5206_4f378.jpeg,Fegley's Brew Works,fegley-s-brew-works,Micro Brewery,https://www.facebook.com/FegleysBrewWorks,TheBrewWorks,http://www.thebrewworks.com/,United States,Allentown,PA,40.6015,-75.474,"Sat, 29 Jan 2011 21:14:49 +0000",0,1,27399.0,"Wed, 30 Jan 2013 22:36:02 +0000",26748.0,4,0.0,,0,8,8,0,,,,,,,,,,,,0.0,[],3.53279,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,North West Amber,rock-bottom-restaurant-brewery-north-west-amber,Red Ale - American Amber / Red,26749,1792,https://untappd.akamaized.net/site/brewery_logos/brewery-RockBottomRestaurantBrewery_1792.jpeg,Rock Bottom Restaurant & Brewery,rock-bottom-restaurant-brewery,Brew Pub,https://www.facebook.com/RockBottomRestaurant,rockbottom,http://www.rockbottom.com,United States,Chattanooga,TN,35.0369,-85.3093,"Thu, 27 Jan 2011 03:51:50 +0000",0,1,,,,1,0.0,,0,2,2,0,,,,,,,,,,,,0.0,[],3.60425,False
0,10.6,An annual release. Their barleywine style ale is dated and built to bast. Flavors evolve as hop bitterness yields to crazy caramel and rich toffee flavors.,69,https://untappd.akamaized.net/site/beer_logos/beer-OldeGnarlyWine_11761.jpeg,,Olde GnarlyWine,lagunitas-brewing-company-olde-gnarlywine,Barleywine - American,11761,765,https://untappd.akamaized.net/site/brewery_logos/brewery-765_b53eb.jpeg,Lagunitas Brewing Company,lagunitas-brewing-company,Micro Brewery,https://www.facebook.com/LagunitasBrewingCo,lagunitasbeer,http://www.LAGUNITAS.com/,United States,Petaluma,CA,38.2724,-122.662,"Sun, 28 Nov 2010 12:15:25 +0000",0,1,11761.0,"Thu, 01 Jan 1970 00:00:00 +0000",26750.0,20740,3.83464,,27,25180,22998,0,,,,,,,,,,,,5.0,"[{'beer': {'bid': 86487, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-OldeGnarlyWine2010_86487.jpeg', 'beer_slug': 'lagunitas-brewing-company-olde-gnarlywine-2010', 'beer_name': 'Olde GnarlyWine (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 116627, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_116627_sm_221fd371e2a1bfe5449add312f7707.jpeg', 'beer_slug': 'lagunitas-brewing-company-olde-gnarlywine-2002', 'beer_name': 'Olde GnarlyWine (2002)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 118395, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_118395_sm_1b1b0e464c6d8c6ee6ec551b219f76.jpeg', 'beer_slug': 'lagunitas-brewing-company-olde-gnarlywine-2011', 'beer_name': 'Olde GnarlyWine (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 135410, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_135410_sm_254f62e267794936d78e3566cedc04.jpeg', 'beer_slug': 'lagunitas-brewing-company-olde-gnarlywine-2009', 'beer_name': 'Olde GnarlyWine (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 144317, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_144317_sm_98808a741aabfa5a5555cff5f8152b.jpeg', 'beer_slug': 'lagunitas-brewing-company-olde-gnarlywine-2007', 'beer_name': 'Olde GnarlyWine (2007)', 'is_vintage': 1, 'is_variant': 0}}]",3.83198,False
0,5.74,,11,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Big Red Ale,red-car-brewery-big-red-ale,Red Ale - American Amber / Red,25554,9169,https://untappd.akamaized.net/site/brewery_logos/brewery-RedCarBrewery_9169.jpeg,Red Car Brewery,red-car-brewery,Brew Pub,,,,United States,Torrance,CA,33.8357,-118.316,"Fri, 21 Jan 2011 03:23:15 +0000",0,1,25554.0,"Sun, 09 Sep 2012 15:19:07 +0000",26751.0,270,3.31204,,13,354,314,0,,,,,,,,,,,,0.0,[],3.49182,False
0,4.5,"Deeper and richer Malt Draft Cream Beer made with a 10 year know-how. Internationally recognized World Class Beer - 
Selected as the only beer in Korea for [1001 beer you must taste before you die]",0,https://untappd.akamaized.net/site/beer_logos/beer-26752_83843_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26752_f638d_hd.jpeg,Max,hitejinro-max,Malt Beer,26752,4669,https://untappd.akamaized.net/site/brewery_logos/brewery-4669_45f42.jpeg,HiteJinro,hitejinro,Macro Brewery,https://www.facebook.com/HITEJINRO.kr,Beer2DAY,http://www.hite.com,South Korea,Seoul,,37.5118,126.902,"Thu, 27 Jan 2011 03:59:56 +0000",0,1,,,,3039,2.59008,,117,4399,3510,0,,,,,,,,,,,,0.0,[],2.68685,False
0,4.8,"Dedicated to the Mom in each of us. Mom Hefeweizen is a refreshing, unfiltered fusion of wheat and Northwest Harrington malts, coriander, ginger, and Saaz hops in the Belgium style.",30,https://untappd.akamaized.net/site/beer_logos/beer-MomHefeweizen_26753.jpeg,,MoM Hefeweizen with Coriander and Ginger,rogue-ales-and-spirits-mom-hefeweizen-with-coriander-and-ginger,Hefeweizen,26753,4565,https://untappd.akamaized.net/site/brewery_logos/brewery-rogue.jpg,Rogue Ales & Spirits,rogue-ales-spirits,Micro Brewery,https://www.facebook.com/RogueAlesSpirits/,rogueales,http://www.rogue.com/,United States,Newport,OR,44.6202,-124.052,"Thu, 27 Jan 2011 04:06:45 +0000",0,1,,,,2178,3.28398,,8,2953,2759,0,,,,,,,,,,,,0.0,[],3.32905,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Kentucky Light,kentucky-hemp-beer-company-kentucky-light,Lager - Pale,26754,737,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Kentucky Hemp Beer Company,kentucky-hemp-beer-company,Micro Brewery,,,,United States,Lexington,KY,38.0499,-84.5096,"Thu, 27 Jan 2011 04:10:51 +0000",0,0,,,,28,3.21429,,0,40,38,0,,,,,,,,,,,,0.0,[],3.61385,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Random Guy's Pale Ale,homebrews-random-guy-s-pale-ale,Pale Ale - American,26755,1775,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Homebrew,homebrew,Home Brewery,,,,Other,,,0.0,0.0,"Thu, 27 Jan 2011 04:16:45 +0000",1,1,,,,0,0.0,,0,1,1,0,,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Life,proletariat-homebrew-life,IPA - American,26756,4451,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Proletariat Homebrew,proletariat-homebrew,Home Brewery,,,,United States,,,0.0,0.0,"Thu, 27 Jan 2011 04:17:45 +0000",1,1,,,,1,0.0,,0,7,1,0,,,,,,,,,,,,0.0,[],2.524,False
0,5.8,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Kuhnieweizen,kuhnhenn-brewing-company-kuhnieweizen,Hefeweizen,408719,4557,https://untappd.akamaized.net/site/brewery_logos/brewery-KuhnhennBrewingCompany_4557.jpeg,Kuhnhenn Brewing Company,kuhnhenn-brewing-company,Micro Brewery,http://www.facebook.com/KuhnhennBrewingCo,kuhnhennbrew,http://www.kbrewery.com/,United States,Warren,MI,42.5277,-83.0466,"Thu, 18 Jul 2013 21:03:55 +0000",0,1,408719.0,"Tue, 21 Jan 2014 19:47:54 +0000",26757.0,973,3.70812,,0,1355,1153,0,,,,,,,,,,,,0.0,[],3.69432,False
0,4.2,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Where's My Light Saber? (Ocean Beach),pizza-port-brewing-co-where-s-my-light-saber-ocean-beach,Stout - Irish Dry,25712,1534,https://untappd.akamaized.net/site/brewery_logos/brewery-1534_f0f6d.jpeg,Pizza Port Brewing Co.,pizza-port-brewing-co,Micro Brewery,http://www.facebook.com/pages/Pizza-Port/18371767981,pizzaportbeer,http://www.pizzaport.com,United States,Carlsbad,CA,33.1596,-117.348,"Sat, 22 Jan 2011 00:13:36 +0000",0,1,25712.0,"Sat, 26 Nov 2011 16:33:44 +0000",26758.0,627,3.57456,,0,810,760,0,,,,,,,,,,,,0.0,[],3.59925,False
0,10.0,"ABV varies from 8-10%.

The malty sweetness, fruitiness, unique hop aroma and high original gravity of Old Foghorn? Barleywine Style Ale is to beer much as port is to wine. 

Old Foghorn? is brewed based on traditional English barleywine methods. It is highly hopped, fermented with a true top-fermenting ale yeast, carbonated by a natural process called ""bunging"" to produce champagne-like bubbles, and dry-hopped with additional Cascade hops while it ages in our cellars. Made only from ?first wort,? the rich first runnings of an all-malt mash, three mashes are required to produce just one barleywine brew.

Introduced in 1975, Old Foghorn? Ale was the first modern American barleywine sparking renewed interest domestically and in Britain. The name was derived from the English tradition of attaching the word ?old? to barleywines to denote their tradition, intensive brewing process and cellar aging, and ?Foghorn? gave it a San Francisco flair. Today, Old Foghorn? Ale is best enjoyed sipped after a meal.",52,https://untappd.akamaized.net/site/beer_logos/beer-OldFoghorn_13244.jpeg,,Old Foghorn,anchor-brewing-company-old-foghorn,Barleywine - English,13244,3891,https://untappd.akamaized.net/site/brewery_logos/brewery-AnchorBrewingCompany_3891.jpeg,Anchor Brewing Company,anchor-brewing-company,Micro Brewery,http://www.facebook.com/anchorbrewing,AnchorBrewing,http://www.anchorbrewing.com,United States,San Francisco,CA,37.7635,-122.401,"Tue, 07 Dec 2010 09:46:28 +0000",0,1,13244.0,"Thu, 01 Jan 1970 00:00:00 +0000",26759.0,20813,3.67215,,294,26938,23304,0,,,,,,,,,,,,5.0,"[{'beer': {'bid': 278113, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'anchor-brewing-company-old-foghorn-2003', 'beer_name': 'Old Foghorn (2003)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 281209, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'anchor-brewing-company-old-foghorn-2008', 'beer_name': 'Old Foghorn (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 287029, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'anchor-brewing-company-old-foghorn-2010', 'beer_name': 'Old Foghorn (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 290922, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'anchor-brewing-company-old-foghorn-2009', 'beer_name': 'Old Foghorn (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 299148, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'anchor-brewing-company-old-foghorn-2012', 'beer_name': 'Old Foghorn (2012)', 'is_vintage': 1, 'is_variant': 0}}]",3.67185,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Hair of the Rusty ,narbrew-hair-of-the-rusty,Red Ale - Irish,26760,5729,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,NARBrew,narbrew,Home Brewery,,,,United States,,,0.0,0.0,"Thu, 27 Jan 2011 04:32:52 +0000",1,1,,,,0,0.0,,0,2,2,0,,,,,,,,,,,,0.0,[],3.786,False
0,7.06,A firmly supported dark ale roasted and dark chocolate malt flavor,32,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,South Loop Porter,red-car-brewery-south-loop-porter,Porter - American,26761,9169,https://untappd.akamaized.net/site/brewery_logos/brewery-RedCarBrewery_9169.jpeg,Red Car Brewery,red-car-brewery,Brew Pub,,,,United States,Torrance,CA,33.8357,-118.316,"Thu, 27 Jan 2011 04:33:43 +0000",0,1,,,,278,3.33183,,12,365,328,0,,,,,,,,,,,,0.0,[],3.49883,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Twice As Nice Dunkelweisse,blue-tractor-bbq-brewery-twice-as-nice-dunkelweisse,Dunkelweizen,26762,4006,https://untappd.akamaized.net/site/brewery_logos/brewery-bluetractorbbqbrewery_4006.jpeg,Blue Tractor BBQ & Brewery,blue-tractor-bbq-brewery,Brew Pub,http://www.facebook.com/pages/Blue-Tractor-BBQ-Brewery/56029208051,a2bluetractor,http://www.bluetractor.net,United States,Ann Arbor,MI,42.2805,-83.7469,"Thu, 27 Jan 2011 04:38:22 +0000",0,1,,,,34,3.5,,0,68,47,0,,,,,,,,,,,,0.0,[],3.5829,False
0,5.5,"Pale straw with a tight lacy white head. Subtle pear and apple aroma with a slight hop spiciness. Very clean and integrated flavors with a slightly dry, subtly sweet softness on the palate, yet crisp. Balanced with a slightly tart finish. ",0,https://untappd.akamaized.net/site/beer_logos/beer-_26763_sm_473c592ea46fb4fb8edfd9392e331b.jpeg,,Kolsch,long-brewing-co-kolsch,K?lsch,26763,7014,https://untappd.akamaized.net/site/brewery_logos/brewery-LongBrewingCo_7014.jpeg,Long Brewing Co.,long-brewing-co,Micro Brewery,,,http://longbrewing.com/,United States,Newberg,OR,45.3258,-122.936,"Thu, 27 Jan 2011 04:45:11 +0000",0,1,,,,127,3.76575,,1,180,168,0,,,,,,,,,,,,0.0,[],3.68466,False
0,6.1,Made with roasted barley and biscuit malt.,30,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Black Power,revolution-brewing-company-black-power,Stout - Oatmeal,26764,2605,https://untappd.akamaized.net/site/brewery_logos/brewery-RevolutionBrewingCompany_2605.jpeg,Revolution Brewing Company,revolution-brewing-company,Micro Brewery,http://www.facebook.com/pages/Revolution-Brewing/225870585280,revbrewchicago,http://revbrew.com,United States,Chicago,IL,41.9235,-87.6982,"Thu, 27 Jan 2011 04:55:11 +0000",0,1,,,,349,3.83023,,1,533,429,0,,,,,,,,,,,,0.0,[],3.74665,False
0,3.5,"Bi?res de table are not the heavy hitters Belgium is so famous for ? but are central to Belgian beer culture because they are how Belgians learn to appreciate beer. They are typically enjoyed with home cooked meals at the family dining table. There is no finer example of the style than Avril. USDA-certified, organic Avril is aromatic like fresh bread, full in the mouth and light on the finish. Exceptionally flavorful given its low 3.5% alcohol by volume.

Alias for Biol?g?re.",0,https://untappd.akamaized.net/site/beer_logos/beer-AvrilOrganic_14827.jpeg,,Avril,brasserie-dupont-avril,Saison / Farmhouse Ale,14827,189,https://untappd.akamaized.net/site/brewery_logos/brewery-BrasserieDupont_189.jpeg,Brasserie Dupont,brasserie-dupont,Micro Brewery,,,http://www.brasserie-dupont.com,Belgium,Tourpes,Hainaut,50.5706,3.65188,"Wed, 15 Dec 2010 12:13:15 +0000",0,1,14827.0,"Thu, 01 Jan 1970 00:00:00 +0000",26765.0,1521,3.52778,,6,2084,1920,0,,,,,,,,,,,,0.0,[],3.54836,False
